Region,Rainfall,Temperature,Soil_Moisture,Soil_pH,Nitrogen,Phosphorus,Potassium,Irrigation,Crop_Area,Fertilizer,Pesticide,Sunlight,Humidity,Altitude,Wind_Speed,Groundwater,Crop_Diversity,Mechanization,Yield_Variance,Avg_Yield,Date
Gujarat,636.2801284404044,29,35.549527951852006,14.5,58.86981576893961,25.69330150632613,33.02572799625378,55.22714009067115,3848.408461547051,150,8,9,48.71904002814656,193.52531706441854,13,22.061137347989142,0.58,0.6838035424988529,0.29015572137131596,3.1170121807014084,2023-03-01
Karnataka,779.2400459805567,27,40.421170569903325,6.8,69.93826214038168,36.468023014506485,36.44125368604997,59.87897559920295,4065.726517181177,165,9,8.5,59.02149157367005,595.1885705765151,11,,0.65,0.7104334522547753,0.22962220383324475,3.443164900074465,04/01/23
punjab,641.4585094828843,,47.15814156544869,seven.two,83.05916028048658,40.50436840867202,44.950670513073455,93.82692530450717,4382.2314430225315,9999,12,8 hours,55.21592665916285,224.8094614853681,10,15.549230816994209,75%,0.8368833141184128,0.1505691484886691,5.024608812207124,01/01/23
Bihar,1064.5595646191803,26,52.50748183831253,6.7,75.8305085988086,34.34872728422514,37.89888546804455,71.63388471306642,4591.2384986187835,175,,7.8,68.80613245371791,130.07929627597068,7,16.293595262137156,0.68,0.5562662524882444,0.23367766182566863,3.5012353285247353,2023/03/01
Uttar Pradesh,894.5222359062254,26C,49.905873419576,6.8,73.66163712973383,34.78926736346596,40.62565040984941,74.66284256084555,4635.295158367958,one eighty,10,7.5,62.89722629759318,148.67312801634708,8,18.355674513048445,0.65,0.6922396762322084,0.21876839225211586,,02-01-2023
Uttarakhand,,22,49.57225384712984,6.4,64.62361862744648,32.06257378397563,32.67312119809866,57.619732434102374,2311.7830958039563,price not available,8,7.2,69.908169086782,897.7734268479094,7,13.30352904779538,0.76,0.7234237908070477,0.15153236229604702,3.1498813277594224,2023-04-01
Haryana,625.8145886862467,25,,7.5,79.61661721467848,38.71765626056303,44.377347425557815,90.96964405287342,4049.460356931752,210 USD,eleven,8.2,58.479136575435795,244.35739505164133,11,13.376784090052954,0.7,0.7933594763354944,0.18114754359515223,3.585950443782931,2023/02/01
Gujarat,666.5040170564274,29,32.74027361171883,14.5,58.584401952721784,27.284206209490126,31.486227755646492,60.03840304741066,3491.2901987246905,150,8,9,50.562922913534834,198.86381948301457,13,19.923615237347743,0.58,0.6995893807085616,0.28484908523440383,3.2353623479433176,2023-03-01
Uttarakhand,,22,51.790973150658075,6.4,60.465776521963114,29.00932921929514,33.568924327555564,54.29384140137485,2347.2393669579983,price not available,8,7.2,66.75178095655059,916.8388979086659,7,12.76221248608606,0.76,0.7069932994521432,0.1811691711021938,3.107171464060761,2023-04-01
Punjab,636.902514688182,24,47.13371856600182,7.2,80.01829720080822,44.310153529794185,42.83886832072309,92.99800756638483,4169.520064778309,9999 INR,12,8h,61.540994141803814,258.1916549376401,10,14.730517083815057,0.75,0.8661097745140299,0.15092476589583695,4.432854009482007,2023-01-01
Assam,1936.9075069461876,25,69.83620732854354,5.5,91.57525380599292,46.72217686777426,46.96464458958272,,3042.5069062880307,200,11,6,88.32872343889272,83.12021797983175,5,11.627702633697801,0.78,0.576830713272515,0.18112258522835736,3.7395467558579445,2023-04-01
Chhattisgarh,1249.5254530705972,26,57.077344400017566,6.4,81.56760397624684,,42.57936208355351,60.323674536914645,4302.801224205102,175,9,7.5,74.27842402135192,188.56127087181218,7,14.459263184476626,0.72,0.5655533235455429,0.2009228005766264,3.4448577450764435,2023-04-01
Maharashtra,688.3830853541091,120,41.729593490058754,6.5,60.487320159280465,28.525768864507718,33.17203509222537,53.78626642713603,4253.141377574725,160,9,8.5h,56.209020397357044,419.00183374291345,12,19.841455640161392,0.6,0.7049228895537991,0.2526886005408952,3.2438484249954294,"March 1, 2023"
Telangana,726.8634281352131,29,44.13325950855049,7.1,60.42934964007463,31.007934437167627,36.5187475004455,62.20792387577168,4255.236503758903,170,9,8.7,56.84309696892706,311.7159046049668,10,21.06972385406941,0.63,0.656247684141323,,3.2314377091029276,2023-04-01
Rajasthan,-51.642078913022395,30,29.206198870705034,8.0,45.50224779444049,24.521464919497685,26.87155219506458,39.5452889673561,3566.1601218831947,140,8,,40.6194011325056,328.4214232871175,15,25.773947000578744,0.5,0.5789213421251505,0.30498491336874134,2.5977586689471335,2023.03.01
Jharkhand,1144.5902236232396,26,54.53766211398452,6.7,64.83134155380138,33.873178528863534,37.85762699877395,57.12653102022979,3610.983854330344,160,9,7.8,74.14165324585056,257.534987023733,fast,17.416875884781717,0.66,0.6155939321297358,0.22734769684005257,3.4899285966203557,2023-04-01
Odisha,1215.0621749493546,27,58.43664830377079,6.6,76.08402482894677,35.65959141031184,795.8675040869211,68.44426080182666,4052.509238607602,180,10,7.8,69.96964051836723,122.2825116325416,8,14.292734707962516,0.7,0.6000141377483061,0.20423859171233238,3.823251876325278,2023-04-01
Jharkhand,1094.8066415956646,26,51.61395871596221,6.7,69.88889564970638,36.852287356416376,36.798222992182495,55.0519349806685,3859.798663952134,160,9,7.8,73.6855045240628,243.0031309836912,fast,18.89012325060273,0.66,0.5526787573004938,0.22530279919960736,3.2953379152081586,2023-04-01
Punjab,615.1507550244031,24,44.60694010185474,7.2,76.91480030806942,44.30037258283811,41.05378999390954,89.86978283989242,4351.042406131193,9999 INR,12,8h,65.22389255757645,238.32577020228024,10,16.233929775011394,0.75,0.8995804354355608,0.15597868041154192,4.532143347107715,2023-01-01
Jharkhand,1133.0332847065647,26,48.47482905612844,6.7,65.54764119404041,34.80984788574598,37.147960305400936,60.08013755754428,3797.4755298684054,160,9,7.8,72.59899831541885,231.7856007998454,fast,17.357274500188698,0.66,0.6077947442946894,0.2629872214758041,3.345282785468175,2023-04-01
Bihar,1102.5845448896132,26,53.54701491085001,6.7,73.70251542588952,36.367169791134195,38.67838745183193,66.08844162450254,4879.11480828034,175,,7.8,69.6506337585789,124.82146951264043,7,16.620574587583455,0.68,0.5415467495915941,0.22264642127759854,3.636268469476918,2023/03/01
Rajasthan,-50.98842627101092,30,29.827517935706986,8.0,50.526762608551515,26.888762112172234,29.63943115245553,40.34178695533037,3302.196580881265,140,8,,41.26420216775212,322.2863736636341,15,22.054284881719592,0.5,0.5898478914206197,0.29878445995548397,2.557868393304828,2023.03.01
Karnataka,744.8931436231782,27,36.762036116826536,6.8,68.21651907359889,33.1622107007012,35.1272730457476,52.272109025332334,4197.851535405724,165,9,8.5,67.81531587494838,592.3024509676252,11,,0.65,0.7643016713892983,0.2285630245485276,3.766308816338671,04/01/23
Gujarat,565.4766928865694,29,32.626561661885994,14.5,56.33766291065265,28.75755396756144,34.16991326698691,59.555137406492456,3983.2381023478565,150,8,9,46.37420454281351,199.6949325090713,13,23.50893483979412,0.58,0.6949888165464535,0.26801486269061925,2.8376523125225126,2023-03-01
Rajasthan,-51.57543080338081,30,29.885727539385115,8.0,50.92822557216062,24.180979978488025,30.13895260217021,35.64359555685092,3282.5863769776274,140,8,,42.28209954249728,314.777682737901,15,24.267318298555743,0.5,0.6198237814378114,0.31301309383372394,2.6253469171909645,2023.03.01
Jharkhand,1126.9216398716655,26,50.638414978188976,6.7,71.8474015285016,36.55166625540923,32.12738625570299,57.375698715001334,3814.3344423622407,160,9,7.8,66.25911580901993,267.4156469528398,fast,18.284679277668282,0.66,0.5667432047862493,0.25814016106218557,3.1679734531126886,2023-04-01
Gujarat,600.2837039222666,29,36.090582793976196,14.5,58.018280205381274,27.639872126914238,30.578313838298772,58.155907282108636,3721.4144236532384,150,8,9,49.46060400673782,211.59697202820072,13,21.510977191324695,0.58,0.6721318153168907,0.26772026251939807,2.887201909314716,2023-03-01
Assam,1989.7713717193294,25,73.544346566599,5.5,88.3836206362118,39.48533453266827,49.10005755239641,,3199.1345499338076,200,11,6,83.85469391727223,80.61114881114185,5,11.847909982501333,0.78,0.5351570241378419,0.18504304652433215,3.973700375886916,2023-04-01
Uttar Pradesh,931.5015041012371,26C,48.67039397712466,6.8,64.74989333304121,36.80783007357302,37.97561884150665,75.53871695419305,4903.571923822643,one eighty,10,7.5,66.02981882638747,143.84341416284408,8,17.491644551439844,0.65,0.7162909799030989,0.2095525144332225,,02-01-2023
Madhya Pradesh,849.6160470981725,27,44.06341887000233,6.9,,33.0708759565286,40.35036022796871,65.01082676163105,4856.89132217711,170,9,8,62.34433195771671,314.2868993519064,10,17.134073767021615,0.62,0.6113709779340838,0.21013933587279662,3.6297548121264107,01-03-23
Maharashtra,697.6524866391471,120,36.33971469998143,6.5,60.24287440892329,29.07149251577682,36.73952333553481,52.167641632711586,4564.272559304443,160,9,8.5h,52.033012662277486,360.30316649120346,12,17.411913600540696,0.6,0.700266509825061,0.246904369344956,3.1114772761494476,"March 1, 2023"
Uttar Pradesh,899.4018419713633,26C,47.53794451758721,6.8,69.90133764222378,35.033285594805555,40.510169393881334,70.4302384356343,5111.334127097886,one eighty,10,7.5,66.0866063395922,147.39047902448462,8,18.891570426459037,0.65,0.7953951089942239,0.22336675799108374,,02-01-2023
Uttarakhand,,22,59.284654444128485,6.4,57.46439679043139,28.65449405943069,33.84009636374853,56.27592628916371,2352.80537427341,price not available,8,7.2,65.06426076228215,993.4179115776356,7,11.48790043101891,0.76,0.7032724720246115,0.1598902100195749,3.2946890308544714,2023-04-01
Telangana,779.0305482324999,29,39.21438493993719,7.1,63.35781316542972,33.3126164750284,34.257733098075796,66.28850914026226,3986.013046984094,170,9,8.7,57.729374077534395,315.0999835667591,10,21.619958320280997,0.63,0.6885357788132996,,3.3776944920623104,2023-04-01
Kerala,1702.0879606676779,26,58.19014497340159,5.8,81.46175992423088,42.824626194445976,41.271100814440935,72.65786703931026,2937.9528279534434,210,13,6.5,74.00011793608917,-525.8909824313971,5,9.97143542983642,0.8,0.6141361188408468,0.19606791350303154,3.9570086676830263,2023/04/01
Tamil Nadu,787.126690029056,29,39.31375136128236,7.0,70.18749682922015,35.042480491587966,36.08302104909339,84.30268206569778,1007466.2579838634,200,12,9,65.99720182395517,194.22283601400957,9,12.26937035588164,0.7,0.7807218726403606,0.15964502601460115,3.9263139774798277,2023-04-01
Odisha,1085.341999091813,27,55.72849001709943,6.6,67.50728968425851,38.342523429997655,753.3351376552301,65.70279422376174,4168.416484350661,180,10,7.8,73.91399675626832,116.71141414114146,8,15.270896476414517,0.7,0.6054670236899591,0.22433875899280528,3.8472169744811127,2023-04-01
Gujarat,655.1929211193775,29,35.03403814163841,14.5,59.451782395228136,27.427924174454787,31.83688416794131,64.20909369723128,3486.6233938673813,150,8,9,52.86834590635244,216.2924144997756,13,21.264700386439735,0.58,0.7061732297971806,0.27920610892506464,3.0418708654253277,2023-03-01
Andhra Pradesh,925.9400622074338,28,42.41529882984076,6.9,65.1021063329666,35.17691128113751,37.61751993209334,71.78601703029548,4043.693151874184,185,10,8.5,70.9913750665964,154.31217243470547,9,17.70959496104269,0.68,,0.17706470013947803,3.258691449953665,01-Apr-2023
Telangana,876.6281343297753,29,40.41338290956393,7.1,65.50346743780341,28.232084507012004,37.330317163063036,61.58384816550964,4160.771453465706,170,9,8.7,59.609741381830325,297.684881623495,10,19.47614247221784,0.63,0.6761796529447767,,3.174132280706207,2023-04-01
Telangana,773.6541221709892,29,38.200230321798415,7.1,63.43691576589213,30.94388154729526,35.579375679396556,66.53804007160431,4032.283578700636,170,9,8.7,59.19179814294446,290.2435555780765,10,20.072779559605408,0.63,0.7005843146642047,,3.1477246206712532,2023-04-01
Uttar Pradesh,851.733297362926,26C,50.856840928817384,6.8,70.33361307326457,35.30930952441571,41.40204361112696,75.00314294171909,4854.004057486655,one eighty,10,7.5,62.20685273544886,146.21529409897047,8,18.545964220731122,0.65,0.6256887418769522,0.22756263723779926,,02-01-2023
Telangana,812.1080971132519,29,39.04182923369513,7.1,66.01762123745335,34.00752153048548,36.906467795056884,63.4627108614686,4049.9202036751417,170,9,8.7,59.19138089163067,296.3009432451832,10,22.320878013592576,0.63,0.7228124300087809,,3.6029764913275093,2023-04-01
Telangana,769.6543535237034,29,39.21977227644093,7.1,68.04095735726908,31.30078678649762,37.4004546877874,60.596265928335036,3882.963271407367,170,9,8.7,54.646057278978674,273.99361831416945,10,23.064081950862338,0.63,0.6038938464460065,,3.6487357076743097,2023-04-01
Uttarakhand,,22,52.55597649282762,6.4,62.12375349213804,29.859489168322114,34.782501660961216,56.338619117918114,2161.8993466799056,price not available,8,7.2,65.04676256365529,1069.2372258056594,7,11.916085058440007,0.76,0.6946012149526597,0.1579786190162516,3.4549898927718274,2023-04-01
Rajasthan,-48.547033712550174,30,30.28102850835061,8.0,49.47374118158465,24.709015490712282,27.858870340250792,39.90616965427291,3391.5247748156485,140,8,,38.925187366362785,327.0671850738188,15,24.858983033366666,0.5,0.5631025893958181,0.28801392934605086,2.5733115270389284,2023.03.01
Madhya Pradesh,854.3493360717107,27,50.74011673454331,6.9,,34.214164252555676,36.71108289549604,63.01556472805897,5070.235287679365,170,9,8,64.09918518548575,266.0096817850527,10,17.496805757915862,0.62,0.631416716151327,0.19250307624845167,3.7645837476384236,01-03-23
Chhattisgarh,1389.950089888288,26,53.35211116472519,6.4,77.54211536111842,,40.84723717174414,61.29532720109017,3859.3667544610717,175,9,7.5,73.28002559947883,208.98996621375815,7,14.073273938611132,0.72,0.5554063106029259,0.21141635322880598,3.8736636687979082,2023-04-01
Chhattisgarh,1366.8250743742499,26,58.342117550876786,6.4,80.75598391411276,,40.89960031976152,60.43702604933294,3886.571563730731,175,9,7.5,72.5969066761146,203.6459636694911,7,13.96027955538044,0.72,0.5858231561818573,0.19630862273485883,3.629091519724617,2023-04-01
Andhra Pradesh,927.6070765611322,28,43.647183466400634,6.9,65.34149232700753,35.71452837821469,36.29051345419856,74.38720705374767,4330.549861395904,185,10,8.5,60.578896163799286,145.83335611618634,9,17.641156616557506,0.68,,0.1820835940436822,3.840913845548842,01-Apr-2023
Haryana,614.5439989062563,25,,7.5,82.7781959351043,38.07909653396288,44.01334113275825,90.66392343088151,3680.9661978977074,210 USD,eleven,8.2,55.03363894547232,243.27887135630155,11,13.78305548437791,0.7,0.782129243618642,0.1858199108728304,4.43113588517018,2023/02/01
Kerala,1660.0041510798399,26,68.83209573112474,5.8,85.51713885530499,46.873452253727635,45.60445364553849,68.86354381184282,2887.1562994608753,210,13,6.5,67.11043775231015,-460.2650713240753,5,9.557918828191744,0.8,0.6051438139233167,0.20054637185915947,3.8988060137749536,2023/04/01
Kerala,1903.6921991416139,26,61.580739318034276,5.8,82.60914979182743,42.18344914737019,46.24292704907708,72.00919486573625,2866.2887640639615,210,13,6.5,86.59310382213582,-517.5980373353269,5,10.072882016698697,0.8,0.619299048316488,0.18330275772451285,3.817414398636557,2023/04/01
Madhya Pradesh,926.0727454412169,27,48.66340339724286,6.9,,28.86417623842656,36.036288488326804,66.82730742137117,4280.44668110906,170,9,8,59.66491285766569,305.075798139165,10,17.595087233011874,0.62,0.7021765593971517,0.20492361503970705,3.620243667975357,01-03-23
Telangana,819.1938097353168,29,38.158971786468754,7.1,61.70434821817691,35.022519321899075,37.644342849872785,65.98036880746407,3828.629339186594,170,9,8.7,56.59642153990762,313.96876019271315,10,21.320324996919954,0.63,0.7097615319073319,,3.334990961533331,2023-04-01
Uttarakhand,,22,50.74759469752389,6.4,63.017614972548685,28.437448234922066,33.91108620269516,51.37612419265514,2237.538943374692,price not available,8,7.2,72.03522959964809,985.2288541112549,7,12.89194129316587,0.76,0.6300394076636114,0.16881994602365352,3.2750505401005494,2023-04-01
Jharkhand,1124.7081040539997,26,53.01886966909107,6.7,69.23217066816714,33.38027312002895,41.04770624351105,52.69689972683839,3328.5071897123576,160,9,7.8,74.17502551210897,245.90979824064715,fast,17.72966975005942,0.66,0.6027702613394558,0.2284698161017909,3.305922135099947,2023-04-01
Odisha,1148.4320487359862,27,57.83879154114637,6.6,73.2427673789808,33.75802130189348,702.5845512293872,63.55885850372802,4053.0350190872196,180,10,7.8,69.27430191426387,113.20865116409269,8,15.692160287849038,0.7,0.6464001186187759,0.21520103313493122,3.8863193258612525,2023-04-01
Punjab,625.5394296483507,24,40.60734780102391,7.2,78.93151493338038,40.66106723091056,44.23582038503919,101.52904834776487,4274.9430056370775,9999 INR,12,8h,57.400743324717645,230.00495062430016,10,13.975675546362076,0.75,0.8619585074556995,0.15450115239746728,4.417064043035182,2023-01-01
Uttarakhand,,22,52.42736134332465,6.4,56.93596756008459,29.778277867992795,34.34527271438758,57.979787268027515,2188.637577589169,price not available,8,7.2,67.29635688618852,984.7807342855024,7,11.810594206828483,0.76,0.743840705968657,0.17395170459540862,3.2879270758378754,2023-04-01
Karnataka,743.9943850370465,27,40.371248128432505,6.8,63.48615385454545,32.91994385777258,37.87380813795628,59.05339083471965,3735.8134965921645,165,9,8.5,61.822732775553966,633.4642577553205,11,,0.65,0.6918785771715275,0.22595978676009934,3.3805621358514526,04/01/23
Andhra Pradesh,832.6204191731271,28,46.09524479099798,6.9,66.87326711131594,34.00644085555198,39.33613772069515,77.42081583366392,3764.5934818805435,185,10,8.5,63.017054537597964,173.43001597071097,9,16.423169444621113,0.68,,0.1988869118783825,3.8076534364316985,01-Apr-2023
Gujarat,569.2751998919347,29,34.889906422867384,14.5,56.14199268274223,30.633801382898355,32.26171088339787,62.38061558577418,3755.570388611057,150,8,9,50.27237271217721,209.88869318967238,13,21.87613739862616,0.58,0.678314093649525,0.2705220278078072,3.1316513300717177,2023-03-01
Punjab,587.5095681736236,24,44.55776706596799,7.2,82.8593800358604,39.73020781564683,45.90303364604183,96.89382871601255,3776.5825652180283,9999 INR,12,8h,61.270124366028476,243.93132067303458,10,14.120735602061892,0.75,0.8447190870496302,0.1482795452440043,4.333932373835594,2023-01-01
Jharkhand,1009.1738590706871,26,49.76561129355252,6.7,68.19140790158822,34.5821658003115,34.960216862906,50.48004275962581,3563.655932740349,160,9,7.8,77.08039962621687,247.66368923940013,fast,17.632636590057007,0.66,0.6033716152490787,0.23388718697356012,3.471793149458043,2023-04-01
Kerala,1858.9923107579748,26,65.60044700750962,5.8,76.02500611890524,44.29685974817144,48.851637444571146,67.42917245987304,3179.537650908099,210,13,6.5,79.51077485835282,-458.34532645655975,5,9.889408347572596,0.8,0.555180439983983,0.17660203130653115,4.064390952653316,2023/04/01
Himachal Pradesh,1202.0717886084003,,48.56451501187754,6.5,60.31682338433408,29.567599192723975,31.003541447067892,52.09957937523133,1998.2254243397688,140,7,7,62.97948247334173,1153.864405560299,6,9.280302217308693,0.75,0.6841850860039607,0.14895470250990325,3.3618759001678806,2023-04-01
Kerala,1725.5057283279632,26,58.236893009020584,5.8,84.40424501348981,40.20113971729437,45.84150798638998,69.15709837260212,3343.5714582604273,210,13,6.5,79.65932595060097,-507.52569666660816,5,9.598199221380739,0.8,0.5805720638881837,0.19216230123805067,3.92608225122232,2023/04/01
Punjab,611.5895661095119,24,45.871743054193715,7.2,83.67834351689385,40.1354479398015,42.07869993371227,100.06738115196391,4042.1060186973523,9999 INR,12,8h,56.785898341469604,247.36572903391504,10,15.757390534593444,0.75,0.8631348073611536,0.13406691777564603,4.427382094257528,2023-01-01
Himachal Pradesh,1227.174423635638,,45.872572605803214,6.5,56.417426940972724,31.740545071376054,31.441577253738437,49.15708509738938,2113.7894797535514,140,7,7,62.98377952375926,1201.9803962049064,6,10.532773196970751,0.75,0.6633969167910505,0.15346939664012624,3.363106351864924,2023-04-01
West Bengal,1441.8122457660663,25,59.718825614787875,6.5,74.96881342103991,35.801155491090256,43.52745295526782,84.39079593182824,4563.942026170197,190,11,7.5,,93.94607423470482,6,13.557866633655566,0.72,0.6218133505330397,0.1897985958443165,3.6982392546783376,03/01/2023
Chhattisgarh,1351.7478651020115,26,56.52158414070148,6.4,82.86926124684707,,39.767414023794764,63.674662647879366,4006.6430734206774,175,9,7.5,78.51476269827326,210.3706318373943,7,14.134278817309738,0.72,0.5683013790682737,0.20545576381956437,4.100186512095415,2023-04-01
Uttar Pradesh,887.8676748931731,26C,48.60861130371863,6.8,68.25326448667211,35.54834927747104,42.78989476123167,84.22137911211428,5036.833796110035,one eighty,10,7.5,63.89853216586128,155.0631971488509,8,19.34897929761785,0.65,0.7009952224419443,0.23136747177866485,,02-01-2023
Punjab,658.4041528051041,24,43.89003382969005,7.2,81.00401692682932,42.024539579495,46.42690194863242,93.78668775011458,4130.129300289683,9999 INR,12,8h,55.74618167491515,250.5793799249409,10,17.422994369456422,0.75,0.8788493523458175,0.14845595034372655,4.267929988095952,2023-01-01
Odisha,1268.5994712309966,27,54.59396125455115,6.6,82.06274052997824,36.37766732654017,891.0560303614974,68.25922800595832,4236.299138494083,180,10,7.8,73.45546138663167,127.58254048065044,8,15.842462346360143,0.7,0.5726830525547881,0.22309693284682908,4.2994845075721555,2023-04-01
Jharkhand,1105.7281758838221,26,48.12951938588943,6.7,63.21048441773937,34.804380961954294,36.40718802407058,54.7299721544942,3340.5579403185607,160,9,7.8,67.95379191931072,263.6121913017999,fast,18.62480511542294,0.66,0.6110588299095655,0.25180229312934044,3.3510504238314573,2023-04-01
Punjab,665.9337665798571,24,46.615489079784844,7.2,75.80651356170235,38.11428193669155,43.608995521775654,92.48064712061439,4195.365444459927,9999 INR,12,8h,64.64948196953179,250.42703753067198,10,15.518340862429975,0.75,0.8397116179623124,0.1584023953757984,4.242277580143446,2023-01-01
Uttarakhand,,22,53.85424063091776,6.4,61.77779743726998,31.1722191908639,32.82166061147946,53.04015910583203,2087.1875125639244,price not available,8,7.2,64.29629244668686,956.5671316864472,7,12.302987557028546,0.76,0.6728608664663062,0.15353944338145672,3.6460194298741415,2023-04-01
punjab,745.4750660061579,,44.82743735405529,seven.two,73.84022709049991,37.523079658682974,43.29829176297211,99.45633064728761,4015.953744558089,9999,12,8 hours,59.871997601354984,242.7215308590406,10,15.27230284503593,75%,0.8760079085679617,0.14491120676780392,4.886817313022885,01/01/23
Himachal Pradesh,1150.1638188266081,,54.53225816145993,6.5,57.102998024949436,31.607846691072737,31.123754298248652,49.41784800822498,2034.9242490595752,140,7,7,66.37858496361237,1191.9026036854493,6,10.191046003606365,0.75,0.6955845149539421,0.15893696984066055,3.4466682053615,2023-04-01
Kerala,1807.5864330793875,26,60.62239364431362,5.8,87.81367050685358,42.410277136195425,46.256060175041455,72.13933077686677,2963.604933601293,210,13,6.5,82.39161775079015,-482.5525782731411,5,9.406326916992686,0.8,0.6289584089329741,0.20847891515135908,4.2286985812425275,2023/04/01
Himachal Pradesh,1128.8031845279872,,51.97553140518163,6.5,65.1727511142305,27.70757386100174,30.933390379510953,49.428786820575155,1876.7078091209619,140,7,7,61.799423922705145,1157.1478840677867,6,9.343499948422458,0.75,0.6583655450985018,0.14877270054102784,3.1360573474697593,2023-04-01
Gujarat,563.585635164089,29,36.274249089706196,14.5,48.12563436725698,28.96014672043994,33.109701485183464,62.54476720582767,3945.3222106456437,150,8,9,51.8924246848894,210.84661842139107,13,21.30182821415788,0.58,0.6335805286700107,0.272638034865212,2.9519375860638832,2023-03-01
Chhattisgarh,1284.3969222641038,26,56.804234957966116,6.4,79.21294240178953,,41.697789229272566,61.48839243199526,4096.216709166342,175,9,7.5,66.8744214458675,211.1259545730287,7,14.607399003867998,0.72,0.568527923509188,0.20156479372021704,3.869726645445959,2023-04-01
Madhya Pradesh,939.0310316861285,27,49.663484799677164,6.9,,31.925102912629452,36.47218908024375,59.60267679464344,4945.4908967535775,170,9,8,63.221706780354744,283.69294910546785,10,19.613917382281617,0.62,0.6022611482936134,0.2130972486545666,3.7669667029186087,01-03-23
Assam,1853.7485439940076,25,73.68787812520972,5.5,95.28234613381404,47.04476037212459,44.715923079181465,,2918.507936017254,200,11,6,80.5252822904589,84.72339808233878,5,11.798235112042535,0.78,0.5403036027348312,0.16822929460446828,3.7697342475242777,2023-04-01
Andhra Pradesh,956.1762347268533,28,45.66888581003892,6.9,65.36661794036684,38.770157877327435,41.76801294980927,75.00325500000136,4342.755447807028,185,10,8.5,66.61654642722509,154.9618995763604,9,18.042828614223968,0.68,,0.1927433565760871,3.717702270210908,01-Apr-2023
Karnataka,742.2812833280819,27,40.06158493846131,6.8,68.70032042576398,33.842631766016744,32.38953704615611,60.48448290237163,4096.73551549944,165,9,8.5,59.42780096643341,591.3287717468043,11,,0.65,0.7183305667988638,0.21329003408821517,3.7295285677416166,04/01/23
Gujarat,666.2647254082314,29,34.71806505757556,14.5,56.42218973691928,27.749437926932995,31.52565446131771,58.37897883438212,3809.3072936743984,150,8,9,49.34509519320325,203.89063974801945,13,20.62000877411093,0.58,0.6798967529621317,0.26053528049055413,2.706742793865395,2023-03-01
Bihar,1148.4862544031826,26,55.001963782433855,6.7,79.86782136488975,38.25475670441942,42.28441416717956,59.50518339572837,5710.512669233621,175,,7.8,65.64180094339633,120.96739564019606,7,16.309639884586186,0.68,0.6049411494722512,0.23532111319777865,3.4924872055434917,2023/03/01
Andhra Pradesh,872.4210232934996,28,43.474133189025,6.9,61.833538475415224,33.54056842210176,39.70854652707924,69.14331000747295,4460.055565915063,185,10,8.5,65.59902224963317,144.66378752404768,9,15.794392267380038,0.68,,0.188925991651468,3.8904593310802613,01-Apr-2023
Madhya Pradesh,901.4481951530362,27,46.419292810915344,6.9,,31.28475649122937,39.124608286204136,65.35007230013885,4776.27320376778,170,9,8,65.41902409771744,294.74590920156066,10,18.82795099154401,0.62,0.6683458193202046,0.2078848683916958,3.1791941849974537,01-03-23
Tamil Nadu,744.5182117519494,29,40.231630712560985,7.0,70.50230660433863,35.07227042791105,35.642300226552194,88.2318479179986,1023280.0790167745,200,12,9,62.91391460437568,185.64080767063896,9,13.626599626844381,0.7,0.8685934193675909,0.15100049726880574,4.096065196809558,2023-04-01
Gujarat,596.2001505310625,29,37.570920098125086,14.5,53.67955700631521,29.570972279241925,30.16779294005459,59.64156419441889,3806.0825915483288,150,8,9,48.88786702308894,195.63555282155028,13,21.936150954872918,0.58,0.6199819605702687,0.3016710821456253,2.9849319418538816,2023-03-01
Kerala,1931.563818845815,26,64.30082006071656,5.8,73.59347310918314,41.61495680194895,48.846103367630974,67.79733971596225,3004.8521758116326,210,13,6.5,76.13217541530406,-460.74505757662325,5,9.718413447613978,0.8,0.5897018851814572,0.19570057454822307,3.657066995140315,2023/04/01
Himachal Pradesh,1230.0864642069964,,51.72732120905723,6.5,60.30645973186102,30.660381544291152,31.514708256529513,51.32142839417206,2060.810540252324,140,7,7,67.74582123329417,1181.9839535758022,6,9.620023220975549,0.75,0.6922809302459726,0.14638636680042943,3.1144258077181197,2023-04-01
Himachal Pradesh,1207.7629242479952,,45.32113238560079,6.5,57.41218781644622,28.900055034268537,31.8690697216589,52.758216894159766,2248.6391419854403,140,7,7,64.28283217672195,1150.0707714736125,6,9.675756195920302,0.75,0.7092406982618995,0.14175216418206452,3.30213177196913,2023-04-01
Karnataka,780.4650083250468,27,39.78153203054141,6.8,70.1251787174716,31.079146061084856,35.9073014927589,58.81227601602412,4319.475825025554,165,9,8.5,61.09764550709305,574.1025907124349,11,,0.65,0.6605739969951079,0.24174216397729437,3.567404138106634,04/01/23
Maharashtra,727.3945815183181,120,37.682705493525745,6.5,59.57163611326192,31.034100019712803,36.147545873837814,56.571489010080654,4624.564335692187,160,9,8.5h,53.49023968384441,386.7943510227262,12,21.554767593297303,0.6,0.6276886631496437,0.2646185932830885,3.282038717391371,"March 1, 2023"
Chhattisgarh,1220.5883915806407,26,57.83905870925802,6.4,77.84525660577967,,38.83623679367184,61.40836235661609,4108.442903906826,175,9,7.5,78.92389479098412,207.77724515905226,7,13.023033019839994,0.72,0.5397256313259731,0.1918087443105673,3.475910527002224,2023-04-01
